review_id,order_id,customer_id,restaurant_id,review_text,rating,review_timestamp,last_updated
REV-000458,ORD-20260213-914178,CUST-10352,REST-DXB-002,Exceptional quality! Ordered Paneer Butter Masala and Fresh Lime Soda and everything was delicious. The Paneer Butter Masala melted in my mouth. Perfect!,5,2026-02-20 20:00:16,2026-07-10 16:41:45
REV-000459,ORD-20260213-872409,CUST-10390,REST-AUH-002,Very satisfied! Masala Chai were fresh and flavorful. Masala Chai was the standout dish.,4,2026-02-20 20:05:20,2026-07-10 16:41:45
REV-000528,ORD-20260218-216265,CUST-10179,REST-DXB-002,"Incredible meal! Malai Kofta, Naan, Chole Bhature, Aloo Tikki Chaat, and Paneer Butter Masala arrived hot and fresh. The Aloo Tikki Chaat was absolutely divine. Highly satisfied!",5,2026-02-20 21:38:54,2026-07-10 16:41:45
REV-000550,ORD-20260219-867650,CUST-10191,REST-AUH-001,"Mediocre. Gulab Jamun (2 pcs), Fish Curry, Rasmalai (2 pcs), and Paneer Butter Masala were fine but forgettable. Rasmalai (2 pcs) didn't stand out.",3,2026-02-20 22:12:57,2026-07-10 16:41:45
REV-000553,ORD-20260220-436819,CUST-10274,REST-DXB-002,"Terrible experience! Paneer Butter Masala, Sweet Lassi, Chicken Biryani, and Vegetable Biryani were all inedible. Vegetable Biryani was completely burnt. Waste of money!",1,2026-02-21 11:18:17,2026-07-10 16:41:45
REV-000535,ORD-20260219-529974,CUST-10279,REST-SHJ-001,"Outstanding experience! The Paneer Butter Masala, Palak Paneer, Dal Makhani, Butter Chicken, and Samosa (2 pcs) exceeded all expectations. Paneer Butter Masala was the star of the meal. Will definitely order again!",5,2026-02-21 11:54:22,2026-07-10 16:41:45
REV-000465,ORD-20260214-489782,CUST-10235,REST-DXB-002,"Below expectations. Chicken Biryani, Butter Chicken, and Samosa (2 pcs) were underwhelming. Samosa (2 pcs) was overcooked and dry.",2,2026-02-21 14:10:34,2026-07-10 16:41:45
REV-000469,ORD-20260214-726387,CUST-10382,REST-DXB-001,"Really good Fish Curry, Chicken Biryani, Jeera Rice, Aloo Tikki Chaat, and Mango Lassi! The Aloo Tikki Chaat was delicious. Slight delay in delivery but food quality made up for it.",4,2026-02-21 16:45:20,2026-07-10 16:41:45
REV-000542,ORD-20260219-320038,CUST-10060,REST-DXB-002,Decent food but nothing special. Butter Chicken were okay. Butter Chicken lacked the punch I expected.,3,2026-02-21 17:15:32,2026-07-10 16:41:45
REV-000482,ORD-20260215-966537,CUST-10045,REST-SHJ-001,"Best Indian food in UAE! Dal Makhani, Fresh Lime Soda, Mango Lassi, and Tandoori Roti were incredible. Tandoori Roti had the perfect balance of spices. Five stars!",5,2026-02-21 18:56:24,2026-07-10 16:41:45
REV-000485,ORD-20260215-810906,CUST-10395,REST-DXB-001,"Perfect in every way! Kulfi, Butter Chicken, and Samosa (2 pcs) were all excellent. Samosa (2 pcs) stood out with its rich, authentic taste.",5,2026-02-21 20:15:17,2026-07-10 16:41:45
REV-000529,ORD-20260218-904669,CUST-10427,REST-DXB-001,Outstanding experience! The Mango Lassi and Butter Chicken exceeded all expectations. Butter Chicken was the star of the meal. Will definitely order again!,5,2026-02-21 21:58:07,2026-07-10 16:41:45
REV-000575,ORD-20260221-990537,CUST-10029,REST-AUH-001,"Incredible meal! Palak Paneer, Masala Chai, and Paneer Butter Masala arrived hot and fresh. The Paneer Butter Masala was absolutely divine. Highly satisfied!",5,2026-02-22 10:17:13,2026-07-10 16:41:45
REV-000552,ORD-20260220-782025,CUST-10443,REST-AUH-002,"Incredible meal! Samosa (2 pcs), Gulab Jamun (2 pcs), and Chicken Tikka Masala arrived hot and fresh. The Samosa (2 pcs) was absolutely divine. Highly satisfied!",5,2026-02-22 10:26:31,2026-07-10 16:41:45
REV-000533,ORD-20260219-713844,CUST-10235,REST-AUH-001,Hands down the best Paneer Tikka I've ever had! Paneer Tikka and Dal Makhani were all prepared beautifully. Fresh and flavorful!,5,2026-02-22 11:06:27,2026-07-10 16:41:45
REV-000500,ORD-20260217-167282,CUST-10482,REST-AUH-001,Absolutely amazing Sweet Lassi! The Sweet Lassi was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2026-02-22 11:56:40,2026-07-10 16:41:45
REV-000558,ORD-20260220-344896,CUST-10159,REST-SHJ-001,"Really good Chicken Seekh Kebab, Palak Paneer, Chicken 65, Sweet Lassi, and Chicken Biryani! The Chicken Seekh Kebab was delicious. Slight delay in delivery but food quality made up for it.",4,2026-02-22 13:18:37,2026-07-10 16:41:45
REV-000516,ORD-20260218-451998,CUST-10290,REST-SHJ-001,Very satisfied! Sweet Lassi were fresh and flavorful. Sweet Lassi was the standout dish.,4,2026-02-22 13:55:12,2026-07-10 16:41:45
REV-000561,ORD-20260220-997563,CUST-10102,REST-SHJ-001,Best Indian food in UAE! Samosa (2 pcs) and Chicken Biryani were incredible. Chicken Biryani had the perfect balance of spices. Five stars!,5,2026-02-22 15:40:37,2026-07-10 16:41:45
REV-000562,ORD-20260220-496457,CUST-10157,REST-AUH-001,"Mediocre. Garlic Naan, Butter Naan, Vegetable Biryani, Chicken Biryani, and Gajar Halwa were fine but forgettable. Vegetable Biryani didn't stand out.",3,2026-02-22 15:48:15,2026-07-10 16:41:45
REV-000543,ORD-20260219-958683,CUST-10154,REST-AUH-001,"Incredible meal! Butter Chicken, Gulab Jamun (2 pcs), and Kulfi arrived hot and fresh. The Gulab Jamun (2 pcs) was absolutely divine. Highly satisfied!",5,2026-02-22 17:40:34,2026-07-10 16:41:45
REV-000523,ORD-20260218-183838,CUST-10111,REST-DXB-002,"Decent food but nothing special. Samosa (2 pcs), Garlic Naan, Paneer Butter Masala, Butter Chicken, and Gulab Jamun (2 pcs) were okay. Garlic Naan lacked the punch I expected.",3,2026-02-22 18:01:33,2026-07-10 16:41:45
REV-000526,ORD-20260218-173034,CUST-10141,REST-DXB-002,"Incredible meal! Malai Kofta, Gulab Jamun (2 pcs), and Gajar Halwa arrived hot and fresh. The Gulab Jamun (2 pcs) was absolutely divine. Highly satisfied!",5,2026-02-22 20:23:28,2026-07-10 16:41:45
REV-000547,ORD-20260219-809392,CUST-10264,REST-SHJ-001,"Outstanding experience! The Lamb Rogan Josh, Fresh Lime Soda, and Palak Paneer exceeded all expectations. Lamb Rogan Josh was the star of the meal. Will definitely order again!",5,2026-02-22 21:22:03,2026-07-10 16:41:45
REV-000548,ORD-20260219-950948,CUST-10185,REST-AUH-002,"Pleasant meal! Kulfi, Paneer Tikka, and Gulab Jamun (2 pcs) arrived warm. Kulfi was tasty though not exceptional. Would order again.",4,2026-02-22 21:32:40,2026-07-10 16:41:45
REV-000549,ORD-20260219-187136,CUST-10381,REST-DXB-001,Unsatisfactory. Gajar Halwa were not fresh. Gajar Halwa tasted reheated. Won't order again.,2,2026-02-22 22:12:45,2026-07-10 16:41:45
REV-000498,ORD-20260216-109971,CUST-10431,REST-DXB-002,"Incredible meal! Samosa (2 pcs), Gajar Halwa, Sweet Lassi, and Garlic Naan arrived hot and fresh. The Gajar Halwa was absolutely divine. Highly satisfied!",5,2026-02-22 22:22:34,2026-07-10 16:41:45
REV-000532,ORD-20260219-893820,CUST-10255,REST-DXB-002,"Appalling quality! Gajar Halwa, Malai Kofta, and Chicken Tikka Masala were swimming in oil. Chicken Tikka Masala was raw inside. Health hazard!",1,2026-02-23 11:04:18,2026-07-10 16:41:45
REV-000489,ORD-20260216-496648,CUST-10174,REST-SHJ-001,Poor experience. Kulfi were disappointing. Kulfi was burnt on the edges. Very unhappy.,2,2026-02-23 13:33:02,2026-07-10 16:41:45
REV-000579,ORD-20260221-433916,CUST-10010,REST-DXB-001,"Exceptional quality! Ordered Mango Lassi, Chicken 65, Kulfi, and Aloo Tikki Chaat and everything was delicious. The Aloo Tikki Chaat melted in my mouth. Perfect!",5,2026-02-23 14:01:34,2026-07-10 16:41:45
REV-000517,ORD-20260218-722079,CUST-10438,REST-DXB-001,"Perfect in every way! Tandoori Roti, Dal Makhani, and Samosa (2 pcs) were all excellent. Tandoori Roti stood out with its rich, authentic taste.",5,2026-02-23 14:38:01,2026-07-10 16:41:45
REV-000518,ORD-20260218-938261,CUST-10385,REST-DXB-002,"Exceptional quality! Ordered Tandoori Roti, Jeera Rice, Masala Chai, and Chicken Seekh Kebab and everything was delicious. The Masala Chai melted in my mouth. Perfect!",5,2026-02-23 15:23:33,2026-07-10 16:41:45
REV-000560,ORD-20260220-195933,CUST-10160,REST-AUH-002,"Outstanding experience! The Gulab Jamun (2 pcs), Fresh Lime Soda, and Paneer Butter Masala exceeded all expectations. Gulab Jamun (2 pcs) was the star of the meal. Will definitely order again!",5,2026-02-23 15:29:07,2026-07-10 16:41:45
REV-000541,ORD-20260219-369381,CUST-10108,REST-DXB-001,"Mixed feelings. Aloo Tikki Chaat, Paneer Butter Masala, Fresh Lime Soda, Gulab Jamun (2 pcs), and Lamb Rogan Josh were acceptable. Fresh Lime Soda was decent but portion was small for the price.",3,2026-02-23 16:38:24,2026-07-10 16:41:45
REV-000494,ORD-20260216-385275,CUST-10112,REST-AUH-001,"Hands down the best Gajar Halwa I've ever had! Fresh Lime Soda, Mango Lassi, Gajar Halwa, Paneer Butter Masala, and Naan were all prepared beautifully. Fresh and flavorful!",5,2026-02-23 18:30:11,2026-07-10 16:41:45
REV-000563,ORD-20260220-401370,CUST-10377,REST-DXB-002,"Great food overall. Tandoori Roti were tasty, especially the Tandoori Roti. Would order again!",4,2026-02-23 18:46:42,2026-07-10 16:41:45
REV-000591,ORD-20260222-595012,CUST-10136,REST-AUH-001,Disappointed with Sweet Lassi and Vegetable Biryani. Sweet Lassi was cold when it arrived. Not worth the money.,2,2026-02-23 20:02:15,2026-07-10 16:41:45
REV-000496,ORD-20260216-540183,CUST-10313,REST-AUH-002,Outstanding experience! The Chole Bhature and Palak Paneer exceeded all expectations. Chole Bhature was the star of the meal. Will definitely order again!,5,2026-02-23 20:19:45,2026-07-10 16:41:45
REV-000569,ORD-20260220-419428,CUST-10315,REST-AUH-002,Below expectations. Garlic Naan were underwhelming. Garlic Naan was overcooked and dry.,2,2026-02-23 20:47:53,2026-07-10 16:41:45
REV-000570,ORD-20260220-715835,CUST-10367,REST-DXB-001,"Pleasant meal! Fish Curry, Chicken Seekh Kebab, Aloo Tikki Chaat, Chicken Tikka Masala, and Malai Kofta arrived warm. Malai Kofta was tasty though not exceptional. Would order again.",4,2026-02-23 21:08:10,2026-07-10 16:41:45
REV-000581,ORD-20260221-524623,CUST-10430,REST-AUH-001,Best Indian food in UAE! Lamb Rogan Josh and Paneer Tikka were incredible. Paneer Tikka had the perfect balance of spices. Five stars!,5,2026-02-23 22:14:35,2026-07-10 16:41:45
REV-000576,ORD-20260221-491654,CUST-10368,REST-SHJ-001,Enjoyed the Chicken Seekh Kebab! Chicken Seekh Kebab was very good. Portion sizes were generous. Recommend!,4,2026-02-24 10:24:53,2026-07-10 16:41:45
REV-000512,ORD-20260218-437274,CUST-10389,REST-AUH-002,"Really good Chicken Seekh Kebab, Chicken 65, Samosa (2 pcs), Gulab Jamun (2 pcs), and Garlic Naan! The Garlic Naan was delicious. Slight delay in delivery but food quality made up for it.",4,2026-02-24 11:01:53,2026-07-10 16:41:45
REV-000554,ORD-20260220-436339,CUST-10361,REST-AUH-002,Solid experience. Butter Naan were well-prepared. Butter Naan had great flavor. Minor issues with packaging.,4,2026-02-24 11:29:29,2026-07-10 16:41:45
REV-000597,ORD-20260223-306677,CUST-10487,REST-DXB-002,"Outstanding experience! The Chicken Biryani, Fish Curry, and Jeera Rice exceeded all expectations. Chicken Biryani was the star of the meal. Will definitely order again!",5,2026-02-24 12:38:05,2026-07-10 16:41:45
REV-000539,ORD-20260219-405605,CUST-10025,REST-AUH-002,"Absolutely amazing Tandoori Roti, Mango Lassi, Lamb Rogan Josh, and Palak Paneer! The Lamb Rogan Josh was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!",5,2026-02-24 14:18:32,2026-07-10 16:41:45
REV-000580,ORD-20260221-914520,CUST-10166,REST-DXB-001,"Perfect in every way! Lamb Rogan Josh, Chicken 65, and Naan were all excellent. Naan stood out with its rich, authentic taste.",5,2026-02-24 14:56:45,2026-07-10 16:41:45
REV-000520,ORD-20260218-334754,CUST-10182,REST-SHJ-001,"Hands down the best Dal Makhani I've ever had! Paneer Tikka, Jeera Rice, Dal Makhani, Vegetable Biryani, and Mango Lassi were all prepared beautifully. Fresh and flavorful!",5,2026-02-24 16:29:45,2026-07-10 16:41:45
REV-000545,ORD-20260219-621775,CUST-10127,REST-AUH-002,Unsatisfactory. Fresh Lime Soda were not fresh. Fresh Lime Soda tasted reheated. Won't order again.,2,2026-02-24 18:41:12,2026-07-10 16:41:45
REV-000601,ORD-20260223-478885,CUST-10327,REST-DXB-001,Incredible meal! Fish Curry and Lamb Rogan Josh arrived hot and fresh. The Fish Curry was absolutely divine. Highly satisfied!,5,2026-02-24 19:36:24,2026-07-10 16:41:45
REV-000565,ORD-20260220-651815,CUST-10437,REST-AUH-002,"Hands down the best Fresh Lime Soda I've ever had! Samosa (2 pcs), Gajar Halwa, Chicken Biryani, and Fresh Lime Soda were all prepared beautifully. Fresh and flavorful!",5,2026-02-24 19:54:22,2026-07-10 16:41:45
REV-000592,ORD-20260222-753740,CUST-10003,REST-SHJ-001,"Outstanding experience! The Lamb Rogan Josh, Naan, and Sweet Lassi exceeded all expectations. Naan was the star of the meal. Will definitely order again!",5,2026-02-24 21:01:10,2026-07-10 16:41:45
REV-000509,ORD-20260217-978458,CUST-10267,REST-SHJ-001,Outstanding experience! The Paneer Butter Masala and Chole Bhature exceeded all expectations. Chole Bhature was the star of the meal. Will definitely order again!,5,2026-02-24 21:25:15,2026-07-10 16:41:45
REV-000572,ORD-20260220-701216,CUST-10119,REST-SHJ-001,"Best Indian food in UAE! Chicken 65, Fish Curry, Tandoori Roti, and Samosa (2 pcs) were incredible. Chicken 65 had the perfect balance of spices. Five stars!",5,2026-02-24 21:50:09,2026-07-10 16:41:45
REV-000573,ORD-20260220-916619,CUST-10054,REST-DXB-001,"Absolutely amazing Chicken Biryani, Paneer Tikka, Chicken Tikka Masala, Malai Kofta, and Chole Bhature! The Paneer Tikka was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!",5,2026-02-24 22:27:32,2026-07-10 16:41:45
REV-000510,ORD-20260217-452730,CUST-10024,REST-AUH-002,"Not bad, not great. Vegetable Biryani, Paneer Tikka, Chicken Seekh Kebab, Sweet Lassi, and Butter Chicken were edible. Chicken Seekh Kebab needed more seasoning.",3,2026-02-24 22:56:24,2026-07-10 16:41:45
REV-000531,ORD-20260219-922484,CUST-10190,REST-AUH-002,"Absolutely amazing Dal Makhani, Mango Lassi, and Gulab Jamun (2 pcs)! The Dal Makhani was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!",5,2026-02-25 11:01:32,2026-07-10 16:41:45
REV-000534,ORD-20260219-182599,CUST-10075,REST-DXB-001,"Disappointed with Malai Kofta, Rasmalai (2 pcs), and Tandoori Roti. Malai Kofta was cold when it arrived. Not worth the money.",2,2026-02-25 11:15:41,2026-07-10 16:41:45
REV-000536,ORD-20260219-843361,CUST-10409,REST-DXB-001,"Hands down the best Paneer Butter Masala I've ever had! Jeera Rice, Samosa (2 pcs), Vegetable Biryani, and Paneer Butter Masala were all prepared beautifully. Fresh and flavorful!",5,2026-02-25 12:02:16,2026-07-10 16:41:45
REV-000555,ORD-20260220-493389,CUST-10450,REST-AUH-001,Absolutely amazing Gajar Halwa! The Gajar Halwa was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2026-02-25 12:42:44,2026-07-10 16:41:45
REV-000538,ORD-20260219-757585,CUST-10000,REST-AUH-001,"Hands down the best Naan I've ever had! Gajar Halwa, Paneer Tikka, Tandoori Roti, and Naan were all prepared beautifully. Fresh and flavorful!",5,2026-02-25 12:57:21,2026-07-10 16:41:45
REV-000578,ORD-20260221-537026,CUST-10188,REST-DXB-001,"Good quality food. Naan, Sweet Lassi, Butter Chicken, Jeera Rice, and Aloo Tikki Chaat were nicely done. Naan could have been slightly spicier but still good!",4,2026-02-25 13:32:50,2026-07-10 16:41:45
REV-000522,ORD-20260218-344257,CUST-10236,REST-AUH-001,"Not good. Garlic Naan, Palak Paneer, Tandoori Roti, and Mango Lassi arrived late and cold. Mango Lassi had barely any flavor. Poor quality.",2,2026-02-25 17:26:03,2026-07-10 16:41:45
REV-000588,ORD-20260222-258474,CUST-10404,REST-DXB-002,"Very satisfied! Chicken Tikka Masala, Chicken 65, and Paneer Butter Masala were fresh and flavorful. Chicken Tikka Masala was the standout dish.",4,2026-02-25 17:30:46,2026-07-10 16:41:45
REV-000544,ORD-20260219-991946,CUST-10427,REST-SHJ-001,"Solid experience. Chicken 65, Rasmalai (2 pcs), Jeera Rice, Mango Lassi, and Garlic Naan were well-prepared. Mango Lassi had great flavor. Minor issues with packaging.",4,2026-02-25 18:17:38,2026-07-10 16:41:45
REV-000524,ORD-20260218-130562,CUST-10103,REST-SHJ-001,Best Indian food in UAE! Tandoori Roti were incredible. Tandoori Roti had the perfect balance of spices. Five stars!,5,2026-02-25 19:06:28,2026-07-10 16:41:45
REV-000590,ORD-20260222-627067,CUST-10109,REST-AUH-002,Below expectations. Masala Chai were underwhelming. Masala Chai was overcooked and dry.,2,2026-02-25 19:07:42,2026-07-10 16:41:45
REV-000525,ORD-20260218-133801,CUST-10211,REST-AUH-001,"Incredible meal! Lamb Rogan Josh, Paneer Tikka, Rasmalai (2 pcs), and Mango Lassi arrived hot and fresh. The Mango Lassi was absolutely divine. Highly satisfied!",5,2026-02-25 19:51:52,2026-07-10 16:41:45
REV-000604,ORD-20260223-395922,CUST-10180,REST-SHJ-001,"Mixed feelings. Mango Lassi, Fish Curry, and Naan were acceptable. Mango Lassi was decent but portion was small for the price.",3,2026-02-25 19:54:54,2026-07-10 16:41:45
REV-000568,ORD-20260220-416109,CUST-10368,REST-AUH-001,"Really good Rasmalai (2 pcs), Tandoori Roti, Lamb Rogan Josh, and Palak Paneer! The Rasmalai (2 pcs) was delicious. Slight delay in delivery but food quality made up for it.",4,2026-02-25 20:06:43,2026-07-10 16:41:45
REV-000593,ORD-20260222-727814,CUST-10302,REST-DXB-002,Good quality food. Garlic Naan were nicely done. Garlic Naan could have been slightly spicier but still good!,4,2026-02-25 21:39:04,2026-07-10 16:41:45
REV-000582,ORD-20260221-921503,CUST-10449,REST-AUH-002,"Incredible meal! Samosa (2 pcs), Chicken Biryani, and Kulfi arrived hot and fresh. The Chicken Biryani was absolutely divine. Highly satisfied!",5,2026-02-25 22:50:30,2026-07-10 16:41:45
REV-000577,ORD-20260221-579528,CUST-10139,REST-DXB-001,"Best Indian food in UAE! Chicken Tikka Masala, Tandoori Roti, Lamb Rogan Josh, and Kulfi were incredible. Chicken Tikka Masala had the perfect balance of spices. Five stars!",5,2026-02-26 11:06:11,2026-07-10 16:41:45
REV-000537,ORD-20260219-696898,CUST-10296,REST-AUH-001,"Not bad, not great. Chicken Seekh Kebab, Butter Naan, and Lamb Rogan Josh were edible. Chicken Seekh Kebab needed more seasoning.",3,2026-02-26 12:09:20,2026-07-10 16:41:45
REV-000609,ORD-20260224-706772,CUST-10032,REST-DXB-002,"Worst food ever! Samosa (2 pcs), Chicken Tikka Masala, and Paneer Butter Masala were all wrong. Paneer Butter Masala made me sick. Never ordering again!",1,2026-02-26 12:37:13,2026-07-10 16:41:45
REV-000556,ORD-20260220-971106,CUST-10119,REST-SHJ-001,Solid experience. Butter Chicken and Fresh Lime Soda were well-prepared. Butter Chicken had great flavor. Minor issues with packaging.,4,2026-02-26 12:43:31,2026-07-10 16:41:45
REV-000557,ORD-20260220-852632,CUST-10031,REST-DXB-001,"Unsatisfactory. Malai Kofta, Chicken Seekh Kebab, Vegetable Biryani, Rasmalai (2 pcs), and Tandoori Roti were not fresh. Rasmalai (2 pcs) tasted reheated. Won't order again.",2,2026-02-26 13:13:05,2026-07-10 16:41:45
REV-000611,ORD-20260224-519597,CUST-10209,REST-DXB-001,"Disaster! Sweet Lassi, Butter Chicken, Lamb Rogan Josh, and Masala Chai were all stale. Masala Chai had a weird smell. Completely unacceptable!",1,2026-02-26 13:55:47,2026-07-10 16:41:45
REV-000585,ORD-20260222-348078,CUST-10341,REST-DXB-002,"Exceptional quality! Ordered Fresh Lime Soda, Samosa (2 pcs), and Aloo Tikki Chaat and everything was delicious. The Samosa (2 pcs) melted in my mouth. Perfect!",5,2026-02-26 15:48:01,2026-07-10 16:41:45
REV-000587,ORD-20260222-939042,CUST-10255,REST-DXB-002,"Absolutely amazing Chole Bhature, Masala Chai, Butter Naan, and Malai Kofta! The Chole Bhature was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!",5,2026-02-26 16:16:55,2026-07-10 16:41:45
REV-000628,ORD-20260225-980090,CUST-10122,REST-AUH-002,Enjoyed the Fresh Lime Soda and Chicken 65! Fresh Lime Soda was very good. Portion sizes were generous. Recommend!,4,2026-02-26 16:35:13,2026-07-10 16:41:45
REV-000629,ORD-20260225-579951,CUST-10292,REST-SHJ-001,"Outstanding experience! The Tandoori Roti, Sweet Lassi, and Naan exceeded all expectations. Tandoori Roti was the star of the meal. Will definitely order again!",5,2026-02-26 17:12:50,2026-07-10 16:41:45
REV-000566,ORD-20260220-158012,CUST-10056,REST-AUH-002,Decent food but nothing special. Samosa (2 pcs) were okay. Samosa (2 pcs) lacked the punch I expected.,3,2026-02-26 19:56:04,2026-07-10 16:41:45
REV-000567,ORD-20260220-309385,CUST-10134,REST-DXB-002,Hands down the best Chicken 65 I've ever had! Chicken 65 and Chicken Tikka Masala were all prepared beautifully. Fresh and flavorful!,5,2026-02-26 20:02:32,2026-07-10 16:41:45
REV-000546,ORD-20260219-593985,CUST-10055,REST-DXB-001,"Hands down the best Tandoori Roti I've ever had! Vegetable Biryani, Malai Kofta, Tandoori Roti, Samosa (2 pcs), and Kulfi were all prepared beautifully. Fresh and flavorful!",5,2026-02-26 20:55:55,2026-07-10 16:41:45
REV-000619,ORD-20260224-676143,CUST-10242,REST-DXB-001,Mediocre. Aloo Tikki Chaat were fine but forgettable. Aloo Tikki Chaat didn't stand out.,3,2026-02-26 21:10:57,2026-07-10 16:41:45
REV-000574,ORD-20260220-678401,CUST-10321,REST-AUH-002,It was okay. Mango Lassi and Aloo Tikki Chaat arrived lukewarm. Aloo Tikki Chaat tasted fine but could be better.,3,2026-02-26 22:29:11,2026-07-10 16:41:45
REV-000551,ORD-20260219-814878,CUST-10028,REST-AUH-001,"Best Indian food in UAE! Tandoori Roti, Paneer Butter Masala, and Sweet Lassi were incredible. Paneer Butter Masala had the perfect balance of spices. Five stars!",5,2026-02-26 22:45:34,2026-07-10 16:41:45
REV-000595,ORD-20260223-599103,CUST-10498,REST-AUH-001,"Unsatisfactory. Chicken 65, Naan, Butter Chicken, and Palak Paneer were not fresh. Chicken 65 tasted reheated. Won't order again.",2,2026-02-27 10:51:37,2026-07-10 16:41:45
REV-000583,ORD-20260222-245919,CUST-10042,REST-AUH-001,"Enjoyed the Butter Naan, Chicken 65, Butter Chicken, and Samosa (2 pcs)! Chicken 65 was very good. Portion sizes were generous. Recommend!",4,2026-02-27 11:54:51,2026-07-10 16:41:45
REV-000598,ORD-20260223-796842,CUST-10229,REST-DXB-001,"Decent food but nothing special. Paneer Butter Masala, Garlic Naan, and Chicken Biryani were okay. Garlic Naan lacked the punch I expected.",3,2026-02-27 12:48:01,2026-07-10 16:41:45
REV-000634,ORD-20260226-405847,CUST-10087,REST-DXB-002,"Below expectations. Garlic Naan, Jeera Rice, and Palak Paneer were underwhelming. Jeera Rice was overcooked and dry.",2,2026-02-27 13:43:51,2026-07-10 16:41:45
REV-000559,ORD-20260220-102531,CUST-10345,REST-SHJ-001,Hands down the best Gulab Jamun (2 pcs) I've ever had! Gulab Jamun (2 pcs) and Dal Makhani were all prepared beautifully. Fresh and flavorful!,5,2026-02-27 15:27:25,2026-07-10 16:41:45
REV-000638,ORD-20260226-177312,CUST-10061,REST-AUH-002,"Enjoyed the Jeera Rice, Dal Makhani, Butter Chicken, Kulfi, and Tandoori Roti! Jeera Rice was very good. Portion sizes were generous. Recommend!",4,2026-02-27 15:29:08,2026-07-10 16:41:45
REV-000586,ORD-20260222-628773,CUST-10402,REST-SHJ-001,Best Indian food in UAE! Chicken Tikka Masala and Masala Chai were incredible. Chicken Tikka Masala had the perfect balance of spices. Five stars!,5,2026-02-27 15:58:33,2026-07-10 16:41:45
REV-000640,ORD-20260226-967655,CUST-10127,REST-SHJ-001,"Enjoyed the Palak Paneer, Chole Bhature, Mango Lassi, Chicken Seekh Kebab, and Rasmalai (2 pcs)! Palak Paneer was very good. Portion sizes were generous. Recommend!",4,2026-02-27 16:15:04,2026-07-10 16:41:45
REV-000642,ORD-20260226-367656,CUST-10023,REST-DXB-001,"Hands down the best Jeera Rice I've ever had! Paneer Tikka, Chicken Biryani, and Jeera Rice were all prepared beautifully. Fresh and flavorful!",5,2026-02-27 16:56:42,2026-07-10 16:41:45
REV-000643,ORD-20260226-692597,CUST-10171,REST-AUH-001,"Below expectations. Malai Kofta, Paneer Butter Masala, Sweet Lassi, Chicken Tikka Masala, and Chicken Biryani were underwhelming. Chicken Tikka Masala was overcooked and dry.",2,2026-02-27 17:11:37,2026-07-10 16:41:45
REV-000600,ORD-20260223-204665,CUST-10265,REST-SHJ-001,Hands down the best Butter Naan I've ever had! Fish Curry and Butter Naan were all prepared beautifully. Fresh and flavorful!,5,2026-02-27 18:10:36,2026-07-10 16:41:45
REV-000564,ORD-20260220-994414,CUST-10179,REST-DXB-002,"Enjoyed the Tandoori Roti, Naan, Lamb Rogan Josh, Gulab Jamun (2 pcs), and Malai Kofta! Malai Kofta was very good. Portion sizes were generous. Recommend!",4,2026-02-27 18:52:25,2026-07-10 16:41:45
REV-000602,ORD-20260223-976898,CUST-10133,REST-AUH-001,"Really good Garlic Naan, Naan, and Chole Bhature! The Naan was delicious. Slight delay in delivery but food quality made up for it.",4,2026-02-27 19:37:49,2026-07-10 16:41:45
REV-000631,ORD-20260225-307331,CUST-10167,REST-DXB-001,Decent food but nothing special. Vegetable Biryani and Kulfi were okay. Vegetable Biryani lacked the punch I expected.,3,2026-02-27 20:01:19,2026-07-10 16:41:45
REV-000649,ORD-20260226-394252,CUST-10330,REST-DXB-002,Incredible meal! Lamb Rogan Josh and Chicken Tikka Masala arrived hot and fresh. The Lamb Rogan Josh was absolutely divine. Highly satisfied!,5,2026-02-27 20:12:05,2026-07-10 16:41:45
REV-000650,ORD-20260226-632487,CUST-10107,REST-DXB-002,"Best Indian food in UAE! Paneer Tikka, Mango Lassi, Jeera Rice, Garlic Naan, and Fish Curry were incredible. Paneer Tikka had the perfect balance of spices. Five stars!",5,2026-02-27 20:56:06,2026-07-10 16:41:45
REV-000651,ORD-20260226-367947,CUST-10304,REST-AUH-001,"Outstanding experience! The Paneer Tikka, Fish Curry, Fresh Lime Soda, Jeera Rice, and Butter Chicken exceeded all expectations. Fresh Lime Soda was the star of the meal. Will definitely order again!",5,2026-02-27 21:11:24,2026-07-10 16:41:45
REV-000571,ORD-20260220-187209,CUST-10333,REST-SHJ-001,Incredible meal! Chicken 65 arrived hot and fresh. The Chicken 65 was absolutely divine. Highly satisfied!,5,2026-02-27 21:16:12,2026-07-10 16:41:45
REV-000594,ORD-20260222-560023,CUST-10012,REST-DXB-001,"Enjoyed the Mango Lassi, Lamb Rogan Josh, Butter Chicken, and Palak Paneer! Lamb Rogan Josh was very good. Portion sizes were generous. Recommend!",4,2026-02-27 21:59:01,2026-07-10 16:41:45
